i,target,point,point2,pair
1867,0.666667,0.660797,0.625603,0.741342
1868,0.666667,0.591815,0.746342,0.524082
1869,0.666667,0.668042,0.750187,0.735011
1870,0.666667,0.654138,0.612582,0.726639
1871,0.666667,0.577605,0.559740,0.585966
1872,0.666667,0.656918,0.705599,0.674448
1873,0.666667,0.643433,0.749981,0.793353
1874,0.666667,0.261403,0.000000,0.000000
1875,0.666667,0.637222,0.804831,0.706333
1876,0.666667,0.629340,0.584019,0.722591
1877,0.666667,0.633446,0.600724,0.732669
1878,0.666667,0.655641,0.880944,0.682654
1879,0.666667,0.675707,0.786855,0.820613
1880,0.666667,0.579029,0.690311,0.567707
1881,0.666667,0.654959,0.744403,0.714265
1882,0.666667,0.551413,0.574013,0.510480
1883,0.666667,0.665000,0.527728,0.686623
1884,0.666667,0.696380,0.748887,0.892649
1885,0.666667,0.499188,0.543255,0.596595
1886,0.666667,0.619263,0.884600,0.538822
1887,0.666667,0.648821,0.788746,0.683815
1888,0.666667,0.572250,0.882358,0.459973
1889,0.666667,0.697427,0.799144,0.898535
1890,0.666667,0.642130,0.699062,0.749292
1891,0.668333,0.579991,0.558277,0.575569
1892,0.668333,0.679074,0.793067,0.736322
1893,0.668333,0.508501,0.458324,0.451810
1894,0.668333,0.616577,0.526388,0.679069
1895,0.668333,0.675441,0.800657,0.738801
1896,0.668333,0.617411,0.623683,0.706624
1897,0.668333,0.473738,0.433982,0.467679
1898,0.668333,0.661116,0.699527,0.741467
1899,0.670000,0.669376,0.737574,0.761983
1900,0.670000,0.650989,0.620441,0.740719
1901,0.670000,0.653096,0.752724,0.632592
1902,0.670000,0.698995,0.716820,0.884769
1903,0.670000,0.520321,0.678684,0.511998
1904,0.670000,0.683557,0.780376,0.768075
1905,0.671667,0.673323,0.713055,0.817760
1906,0.671667,0.630822,0.597526,0.715274
1907,0.671667,0.560853,0.480185,0.572360
1908,0.671667,0.616689,0.798376,0.685621
1909,0.671667,0.654447,0.728176,0.708664
1910,0.673333,0.614228,0.719238,0.542323
1911,0.673333,0.652198,0.913091,0.655233
1912,0.673333,0.643452,0.578662,0.612788
1913,0.673333,0.633343,0.613937,0.738959
1914,0.673333,0.630682,0.597668,0.715284
1915,0.673333,0.658710,0.777865,0.745847
1916,0.673333,0.686169,0.789308,0.838647
1917,0.673333,0.669573,0.846231,0.766190
1918,0.673333,0.497229,0.401699,0.563840
1919,0.673333,0.420440,0.574505,0.339439
1920,0.675000,0.626993,0.695666,0.695635
1921,0.675000,0.668708,0.815533,0.734425
1922,0.675000,0.587263,0.723767,0.581724
1923,0.675000,0.656932,0.841816,0.648010
1924,0.675000,0.501748,0.605188,0.517887
1925,0.675000,0.656448,0.617396,0.597822
1926,0.675000,0.513630,0.364240,0.488065
1927,0.675000,0.681290,0.707481,0.819673
1928,0.675000,0.690134,0.780434,0.809396
1929,0.675000,0.668357,0.653272,0.809889
1930,0.675000,0.583623,0.673991,0.619119
1931,0.676667,0.658677,0.904760,0.758346
1932,0.676667,0.685094,0.671670,0.784409
1933,0.676667,0.684596,0.787313,0.810225
1934,0.676667,0.528284,0.552568,0.597639
1935,0.676667,0.502247,0.616101,0.454271
1936,0.676667,0.674315,0.830967,0.803358
1937,0.676667,0.652006,0.665159,0.667772
1938,0.676667,0.666670,0.558631,0.700917
1939,0.676667,0.602070,0.593786,0.576404
1940,0.678333,0.470424,0.464302,0.521609
1941,0.678333,0.684956,0.772510,0.820429
1942,0.678333,0.622709,0.648708,0.657602
1943,0.678333,0.667852,0.673061,0.721400
1944,0.678333,0.672078,0.659206,0.738838
1945,0.678333,0.569721,0.653407,0.557078
1946,0.680000,0.615818,0.625239,0.595911
1947,0.680000,0.497626,0.584974,0.465316
1948,0.680000,0.586009,0.612608,0.557224
1949,0.680000,0.634028,0.619192,0.752247
1950,0.680000,0.682371,0.621709,0.824658
1951,0.680000,0.609135,0.549314,0.558242
1952,0.681667,0.605041,0.713637,0.685584
1953,0.681667,0.592383,0.665131,0.592147
1954,0.681667,0.682861,0.782035,0.865567
1955,0.681667,0.603483,0.577986,0.563613
1956,0.681667,0.654270,0.925256,0.655785
1957,0.681667,0.650581,0.747488,0.642158
1958,0.683333,0.429696,0.592863,0.377673
1959,0.683333,0.479364,0.628160,0.427308
1960,0.683333,0.676468,0.794660,0.826779
1961,0.683333,0.685504,0.659377,0.799129
1962,0.683333,0.636537,0.629289,0.752723
1963,0.683333,0.693884,0.830055,0.827540
1964,0.683333,0.435977,0.322390,0.459937
1965,0.683333,0.681929,0.694062,0.776253
1966,0.683333,0.345665,0.470390,0.243114
1967,0.683333,0.695454,0.882986,0.835478
1968,0.683333,0.649606,0.612573,0.679939
1969,0.683333,0.574384,0.416550,0.590918
1970,0.683333,0.661814,0.547579,0.657393
1971,0.683333,0.517795,0.527182,0.481387
1972,0.683333,0.691360,0.759171,0.841240
1973,0.683333,0.614031,0.748524,0.676292
1974,0.683333,0.671878,0.711067,0.819804
1975,0.683333,0.654797,0.746478,0.692801
1976,0.683333,0.554656,0.619523,0.662681
1977,0.683333,0.675998,0.779105,0.852781
1978,0.683333,0.583623,0.736596,0.517809
1979,0.683333,0.632719,0.571910,0.724179
1980,0.683333,0.527216,0.623231,0.552809
1981,0.683333,0.677502,0.780108,0.848927
1982,0.683333,0.500198,0.601337,0.453606
1983,0.683333,0.694663,0.809402,0.827604
1984,0.683333,0.693652,0.760768,0.847400
1985,0.683333,0.675734,0.789454,0.820634
1986,0.683333,0.624518,0.604375,0.667402
1987,0.683333,0.534223,0.605920,0.549716
1988,0.683333,0.673601,0.742294,0.680434
1989,0.683333,0.679328,0.659126,0.776849
1990,0.683333,0.449126,0.622052,0.521479
1991,0.685000,0.687191,0.814372,0.864576
1992,0.685000,0.522719,0.577091,0.493691
1993,0.685000,0.623513,0.810977,0.768530
1994,0.685000,0.660810,0.728627,0.749920
1995,0.685000,0.561438,0.540151,0.622117
1996,0.685000,0.489828,0.415440,0.389680
1997,0.686667,0.651382,0.762848,0.658883
1998,0.686667,0.678641,0.636225,0.782495
1999,0.686667,0.495369,0.417343,0.422381
2000,0.686667,0.599554,0.826874,0.571636
2001,0.686667,0.599627,0.568499,0.718669
2002,0.686667,0.604890,0.711438,0.685560
2003,0.686667,0.513519,0.477337,0.403225
2004,0.688333,0.667042,0.756097,0.790246
2005,0.688333,0.666114,0.831362,0.741267
2006,0.688333,0.605132,0.585526,0.722185
2007,0.688333,0.673781,0.677218,0.749673
2008,0.688333,0.676809,0.759703,0.767386
2009,0.688333,0.488926,0.524576,0.540597
2010,0.688333,0.634541,0.658610,0.656551
2011,0.688333,0.498528,0.631032,0.492715
2012,0.688333,0.487658,0.566035,0.574449
2013,0.688333,0.554561,0.539561,0.542581
2014,0.688333,0.668720,0.815401,0.734427
2015,0.688333,0.439436,0.468386,0.425998
2016,0.690000,0.636448,0.583384,0.743037
2017,0.690000,0.684785,0.750578,0.847290
2018,0.690000,0.334899,0.462529,0.145553
2019,0.690000,0.476009,0.441091,0.468152
2020,0.690000,0.657855,0.608807,0.724204
2021,0.690000,0.668620,0.839639,0.737167
2022,0.690000,0.666676,0.828342,0.768175
2023,0.690000,0.566588,0.627817,0.544917
2024,0.691667,0.694420,0.799742,0.891593
2025,0.691667,0.646086,0.807085,0.645676
2026,0.691667,0.673571,0.553797,0.813138
2027,0.691667,0.668625,0.727658,0.679753
2028,0.691667,0.697616,0.683154,0.873223
2029,0.691667,0.625510,0.901935,0.652684
2030,0.691667,0.449070,0.573104,0.336403
2031,0.691667,0.684620,0.700491,0.760448
2032,0.691667,0.638925,0.852351,0.625004
2033,0.693333,0.685654,0.724284,0.769165
2034,0.693333,0.673536,0.766910,0.811606
2035,0.693333,0.654175,0.849286,0.650141
2036,0.693333,0.694040,0.642332,0.832731
2037,0.693333,0.573757,0.421678,0.605327
2038,0.693333,0.669747,0.833781,0.727951
2039,0.693333,0.692210,0.836011,0.872335
2040,0.693333,0.647064,0.753062,0.721461
2041,0.693333,0.661825,0.943691,0.794628
2042,0.693333,0.696640,0.853028,0.892525
2043,0.695000,0.657911,0.816829,0.697305
2044,0.695000,0.663470,0.902133,0.776425
2045,0.695000,0.686179,0.831299,0.844602
2046,0.695000,0.533958,0.625757,0.769196
2047,0.695000,0.682216,0.733448,0.743475
2048,0.695000,0.531586,0.766030,0.423757
2049,0.695000,0.676724,0.609653,0.758727
2050,0.695000,0.404550,0.453406,0.336407
2051,0.696667,0.655922,0.682411,0.654841
2052,0.696667,0.690166,0.855017,0.849279
2053,0.696667,0.663667,0.755265,0.758065
2054,0.696667,0.636292,0.627212,0.752708
2055,0.696667,0.581746,0.682947,0.633895
2056,0.696667,0.599427,0.653686,0.602980
2057,0.696667,0.666471,0.521184,0.724972
2058,0.696667,0.642991,0.651861,0.714322
2059,0.696667,0.661323,0.689127,0.759010
2060,0.698333,0.622116,0.561222,0.651333
2061,0.698333,0.662958,0.748386,0.729249
2062,0.698333,0.629845,0.700114,0.615527
2063,0.698333,0.686221,0.663779,0.862198
2064,0.698333,0.693480,0.794349,0.831259
2065,0.698333,0.680389,0.666470,0.770875
2066,0.698333,0.444929,0.462219,0.490102
2067,0.698333,0.626045,0.579063,0.610786
2068,0.700000,0.663269,0.764783,0.725763
2069,0.700000,0.479685,0.558982,0.379415
2070,0.700000,0.687261,0.757774,0.757406
2071,0.700000,0.663231,0.746544,0.670878
2072,0.700000,0.630504,0.735101,0.682917
2073,0.700000,0.587709,0.577858,0.591022
2074,0.700000,0.656745,0.585099,0.735034
2075,0.700000,0.623595,0.525023,0.682076
2076,0.700000,0.513292,0.622770,0.547176
2077,0.700000,0.652874,0.600732,0.659060
2078,0.700000,0.665970,0.818970,0.727692
2079,0.700000,0.642610,0.690496,0.662722
2080,0.700000,0.476301,0.663971,0.495265
2081,0.700000,0.376450,0.347696,0.279839
2082,0.700000,0.607173,0.756327,0.602207
2083,0.700000,0.589640,0.654787,0.534643
2084,0.700000,0.478713,0.479634,0.442093
2085,0.700000,0.655331,0.919132,0.713731
2086,0.700000,0.505572,0.496146,0.452613
2087,0.700000,0.581742,0.646565,0.620520
2088,0.700000,0.560990,0.614334,0.634532
2089,0.700000,0.652258,0.680877,0.694498
2090,0.700000,0.669721,0.797860,0.737914
2091,0.700000,0.677562,0.576484,0.749602
2092,0.700000,0.683394,0.903279,0.863195
2093,0.700000,0.691564,0.686807,0.840690
2094,0.700000,0.611127,0.727808,0.672921
2095,0.700000,0.525104,0.456055,0.410998
2096,0.700000,0.551632,0.720894,0.507166
2097,0.700000,0.629239,0.726946,0.668122
2098,0.700000,0.688560,0.939675,0.867200
2099,0.700000,0.681219,0.567442,0.771773
2100,0.700000,0.668882,0.679351,0.818768
2101,0.701667,0.644471,0.614445,0.739354
2102,0.701667,0.573397,0.693019,0.489856
2103,0.701667,0.566137,0.662879,0.703889
2104,0.701667,0.588110,0.675569,0.614432
2105,0.701667,0.488863,0.500579,0.480346
2106,0.701667,0.633483,0.835306,0.656690
2107,0.701667,0.686146,0.836199,0.844924
2108,0.701667,0.614239,0.771660,0.631628
2109,0.701667,0.498456,0.499617,0.432652
2110,0.701667,0.674136,0.661843,0.705788
2111,0.701667,0.610319,0.818596,0.575461
2112,0.703333,0.658234,0.693260,0.747513
2113,0.703333,0.676070,0.633158,0.721278
2114,0.703333,0.615191,0.675962,0.573722
2115,0.703333,0.662441,0.620508,0.705246
2116,0.703333,0.459220,0.545190,0.424887
2117,0.703333,0.686861,0.819678,0.862143
2118,0.703333,0.663098,0.700455,0.718163
2119,0.705000,0.657202,0.773260,0.666052
2120,0.705000,0.670285,0.709173,0.740072
2121,0.705000,0.688881,0.776224,0.828922
2122,0.705000,0.515096,0.696648,0.489150
2123,0.705000,0.643360,0.915934,0.674144
2124,0.705000,0.464596,0.493063,0.556337
2125,0.706667,0.640297,0.733658,0.637317
2126,0.706667,0.664672,0.806606,0.705800
2127,0.706667,0.549365,0.668414,0.480913
2128,0.706667,0.674568,0.806035,0.737412
2129,0.706667,0.596667,0.482079,0.644647
2130,0.706667,0.575929,0.698681,0.601508
2131,0.706667,0.677361,0.782779,0.825561
2132,0.706667,0.677745,0.805727,0.782011
2133,0.706667,0.666951,0.816631,0.731772
2134,0.708333,0.672734,0.661616,0.727342
2135,0.708333,0.585760,0.696293,0.630851
2136,0.708333,0.684724,0.764383,0.722226
2137,0.708333,0.658395,0.743196,0.703376
2138,0.708333,0.692167,0.849853,0.906664
2139,0.708333,0.660018,0.624969,0.686873
2140,0.708333,0.686867,0.783815,0.817455
2141,0.708333,0.607560,0.785524,0.532122
2142,0.708333,0.433387,0.599360,0.279383
2143,0.708333,0.624699,0.778278,0.649253
2144,0.710000,0.656683,0.906617,0.695274
2145,0.710000,0.605713,0.665498,0.791018
2146,0.710000,0.629189,0.683819,0.624508
2147,0.710000,0.549036,0.678657,0.694673
2148,0.710000,0.631851,0.431151,0.626472
2149,0.710000,0.550275,0.720557,0.629714
2150,0.711667,0.677569,0.814722,0.782035
2151,0.711667,0.653306,0.670415,0.755226
2152,0.711667,0.602954,0.706842,0.655601
2153,0.711667,0.596184,0.612018,0.512469
2154,0.711667,0.456562,0.427656,0.481519
2155,0.711667,0.502822,0.519411,0.492554
2156,0.711667,0.529414,0.819921,0.541258
2157,0.711667,0.621931,0.587318,0.740571
2158,0.713333,0.683877,0.874777,0.786464
2159,0.713333,0.668844,0.954143,0.727579
2160,0.713333,0.659465,0.729474,0.740063
2161,0.713333,0.691682,0.770554,0.821795
2162,0.713333,0.692806,0.809709,0.821977
2163,0.713333,0.606529,0.657343,0.643283
2164,0.713333,0.649366,0.831576,0.661201
2165,0.713333,0.630761,0.408928,0.603686
2166,0.713333,0.700659,0.889743,0.926797
2167,0.713333,0.507038,0.598184,0.465096
2168,0.715000,0.682500,0.777986,0.786187
2169,0.715000,0.616070,0.778387,0.625680
2170,0.715000,0.666310,0.738797,0.769578
2171,0.715000,0.624909,0.777790,0.632718
2172,0.715000,0.671942,0.820562,0.735100
2173,0.715000,0.510075,0.560745,0.439172
2174,0.715000,0.675430,0.707320,0.818299
2175,0.715000,0.679858,0.841625,0.800915
2176,0.716667,0.692204,0.807712,0.859839
2177,0.716667,0.623312,0.715909,0.683928
2178,0.716667,0.600276,0.667717,0.532032
2179,0.716667,0.633982,0.724752,0.638509
2180,0.716667,0.592300,0.595769,0.583061
2181,0.716667,0.609716,0.650068,0.588757
2182,0.716667,0.609290,0.838738,0.556974
2183,0.716667,0.690021,0.794055,0.816985
2184,0.716667,0.527154,0.715323,0.488668
2185,0.716667,0.505127,0.426808,0.565183
2186,0.716667,0.654407,0.765649,0.718652
2187,0.716667,0.514049,0.557280,0.441010
2188,0.716667,0.690215,0.781320,0.804154
2189,0.716667,0.633454,0.512036,0.580110
2190,0.716667,0.558535,0.685498,0.543725
2191,0.716667,0.654369,0.479651,0.661847
2192,0.716667,0.590498,0.573681,0.565067
2193,0.716667,0.598948,0.510630,0.636742
2194,0.716667,0.535550,0.534954,0.593349
2195,0.716667,0.652657,0.670434,0.694472
2196,0.716667,0.651922,0.565797,0.637463
2197,0.716667,0.688176,0.727821,0.738683
2198,0.716667,0.509448,0.630733,0.523772
2199,0.716667,0.520748,0.677261,0.540939
2200,0.716667,0.605606,0.746847,0.627910
2201,0.716667,0.652329,0.827855,0.651531
2202,0.716667,0.682678,0.613965,0.764485
2203,0.716667,0.668952,0.742534,0.780649
2204,0.716667,0.697775,0.860726,0.846626
2205,0.716667,0.529162,0.731175,0.500891
2206,0.716667,0.618359,0.633314,0.595850
2207,0.716667,0.602735,0.618289,0.654511
2208,0.716667,0.679635,0.817935,0.845690
2209,0.716667,0.626627,0.697086,0.650187
2210,0.716667,0.466784,0.428367,0.393310
2211,0.716667,0.645493,0.470081,0.653515
2212,0.716667,0.639021,0.799198,0.691510
2213,0.716667,0.638693,0.512823,0.744937
2214,0.716667,0.666927,0.705094,0.660219
2215,0.716667,0.687743,0.778118,0.795003
2216,0.716667,0.633886,0.744477,0.626837
2217,0.716667,0.675978,0.741460,0.753559
2218,0.716667,0.377301,0.345956,0.271553
2219,0.718333,0.666636,0.776656,0.707667
2220,0.718333,0.619281,0.831724,0.633244
2221,0.718333,0.599550,0.842237,0.670817
2222,0.718333,0.650208,0.638541,0.665758
2223,0.718333,0.642179,0.666106,0.674128
2224,0.718333,0.686630,0.754732,0.830635
2225,0.718333,0.554199,0.663693,0.478318
2226,0.718333,0.546282,0.702806,0.480249
2227,0.718333,0.497803,0.502891,0.412870
2228,0.718333,0.699191,0.632814,0.892569
2229,0.718333,0.614256,0.742481,0.652017
2230,0.720000,0.627192,0.643819,0.562753
2231,0.720000,0.643478,0.679996,0.674679
2232,0.720000,0.695701,0.875540,0.849953
2233,0.720000,0.658583,0.642083,0.739772
2234,0.720000,0.676959,0.744517,0.744884
2235,0.720000,0.643323,0.687314,0.696557
2236,0.720000,0.656472,0.829559,0.699509
2237,0.721667,0.665101,0.883078,0.718398
2238,0.721667,0.648887,0.696136,0.681214
2239,0.721667,0.685790,0.801906,0.838628
2240,0.721667,0.691684,0.833597,0.834742
2241,0.721667,0.655713,0.671578,0.724311
2242,0.721667,0.644334,0.713687,0.680037
2243,0.721667,0.491445,0.536929,0.565169
2244,0.721667,0.679559,0.840441,0.802955
2245,0.721667,0.638929,0.526179,0.623907
2246,0.721667,0.608792,0.686282,0.657742
2247,0.721667,0.594408,0.765504,0.536247
2248,0.721667,0.544087,0.576805,0.518079
2249,0.723333,0.550311,0.616148,0.568074
2250,0.723333,0.694048,0.915285,0.898048
2251,0.723333,0.490787,0.433491,0.396878
2252,0.723333,0.610286,0.727807,0.591085
2253,0.723333,0.635583,0.622001,0.739429
2254,0.723333,0.565606,0.503095,0.571741
2255,0.725000,0.524397,0.468224,0.556590
2256,0.725000,0.628325,0.830248,0.615733
2257,0.725000,0.685122,0.698843,0.817831
2258,0.725000,0.694276,0.635041,0.853329
2259,0.725000,0.538982,0.694839,0.556749
2260,0.725000,0.684951,0.761363,0.858417
2261,0.725000,0.670642,0.886492,0.735151
2262,0.726667,0.660301,0.714695,0.757507
2263,0.726667,0.492202,0.558654,0.531699
2264,0.726667,0.650297,0.735791,0.617021
2265,0.726667,0.620332,0.593095,0.585357
2266,0.726667,0.544059,0.532088,0.567685
2267,0.726667,0.624233,0.734014,0.651217
2268,0.726667,0.643358,0.739263,0.672574
2269,0.726667,0.658907,0.719958,0.684830
2270,0.726667,0.486423,0.476799,0.457565
2271,0.726667,0.637259,0.639706,0.766186
2272,0.726667,0.678346,0.819122,0.788863
2273,0.728333,0.608508,0.852010,0.651181
2274,0.728333,0.686942,0.783628,0.837148
2275,0.728333,0.617410,0.623682,0.706624
2276,0.728333,0.681340,0.846603,0.784588
2277,0.728333,0.497372,0.602042,0.487505
2278,0.728333,0.687228,0.673005,0.860397
2279,0.728333,0.499237,0.656089,0.499660
2280,0.728333,0.669610,0.867389,0.691029
2281,0.728333,0.656960,0.730067,0.695024
2282,0.730000,0.658230,0.619338,0.698615
2283,0.730000,0.674055,0.664991,0.728365
2284,0.730000,0.607870,0.647901,0.610599
2285,0.730000,0.687953,0.880756,0.827627
2286,0.730000,0.662372,0.953733,0.795042
2287,0.730000,0.677468,0.703715,0.775627
2288,0.730000,0.671880,0.561251,0.728979
2289,0.730000,0.692457,0.838930,0.830149
2290,0.731667,0.647113,0.784256,0.638749
2291,0.731667,0.698249,0.719693,0.896837
2292,0.731667,0.663179,0.769035,0.742325
2293,0.731667,0.669227,0.756338,0.764428
2294,0.731667,0.693160,0.776272,0.780476
2295,0.731667,0.651927,0.747675,0.683459
2296,0.731667,0.642946,0.679460,0.688808
2297,0.731667,0.664951,0.866992,0.759140
2298,0.733333,0.631514,0.307371,0.652828
2299,0.733333,0.666210,0.741812,0.677426
2300,0.733333,0.679808,0.795869,0.783452
2301,0.733333,0.591623,0.737004,0.517622
2302,0.733333,0.510803,0.562683,0.443183
2303,0.733333,0.650764,0.874736,0.673120
2304,0.733333,0.681210,0.723848,0.809893
2305,0.733333,0.677393,0.757243,0.743199
2306,0.733333,0.654229,0.935016,0.689795
2307,0.733333,0.562830,0.803565,0.530343
2308,0.733333,0.662356,0.806063,0.724214
2309,0.733333,0.592422,0.728052,0.660599
2310,0.733333,0.696493,0.839273,0.835944
2311,0.733333,0.645226,0.696972,0.697053
2312,0.733333,0.645980,0.796737,0.662550
2313,0.733333,0.683985,0.836413,0.863858
2314,0.733333,0.682810,0.811733,0.767094
2315,0.733333,0.691901,0.862016,0.871157
2316,0.733333,0.479364,0.628158,0.427307
2317,0.733333,0.695925,0.857695,0.862289
2318,0.733333,0.513665,0.559878,0.521527
2319,0.733333,0.610595,0.681677,0.602044
2320,0.733333,0.528068,0.729357,0.489074
2321,0.733333,0.643164,0.848738,0.638104
2322,0.733333,0.605218,0.781835,0.551115
2323,0.733333,0.673128,0.785710,0.837511
2324,0.733333,0.684154,0.625990,0.848105
2325,0.733333,0.594419,0.721082,0.610683
2326,0.733333,0.528070,0.729343,0.489074
2327,0.733333,0.643953,0.817060,0.665017
2328,0.733333,0.632423,0.728147,0.645360
2329,0.733333,0.595019,0.647002,0.717003
2330,0.733333,0.557181,0.641078,0.559844
2331,0.733333,0.678816,0.672343,0.716968
2332,0.733333,0.688844,0.723311,0.783322
2333,0.733333,0.583563,0.647949,0.578795
2334,0.733333,0.660177,0.844204,0.749172
2335,0.733333,0.692113,0.751945,0.859060
2336,0.733333,0.544253,0.714540,0.565190
2337,0.733333,0.677008,0.810850,0.849377
2338,0.735000,0.684284,0.861304,0.775476
2339,0.735000,0.668701,0.717271,0.813964
2340,0.735000,0.677278,0.660032,0.716545
2341,0.735000,0.627562,0.551235,0.543997
2342,0.735000,0.668044,0.759336,0.731716
2343,0.735000,0.662499,0.826043,0.749362
2344,0.735000,0.682043,0.590801,0.844066
2345,0.736667,0.465180,0.411339,0.498013
2346,0.736667,0.634978,0.802606,0.628166
2347,0.736667,0.660838,0.852976,0.707166
2348,0.736667,0.662356,0.845702,0.751889
2349,0.736667,0.652985,0.633705,0.598990
2350,0.736667,0.609213,0.694781,0.561328
2351,0.736667,0.634978,0.802606,0.628165
2352,0.736667,0.659314,0.686841,0.761098
2353,0.738333,0.674527,0.794623,0.710595
2354,0.738333,0.579108,0.791877,0.529354
2355,0.738333,0.684073,0.751294,0.806708
2356,0.738333,0.680116,0.815116,0.735622
2357,0.738333,0.343963,0.347402,0.188031
2358,0.738333,0.616242,0.586589,0.591288
2359,0.738333,0.502712,0.586501,0.648952
2360,0.738333,0.466815,0.438697,0.389364
2361,0.738333,0.688800,0.815445,0.806469
2362,0.740000,0.695830,0.886066,0.840456
2363,0.740000,0.648055,0.743682,0.741333
2364,0.740000,0.684048,0.716699,0.769245
2365,0.740000,0.631851,0.431160,0.626472
2366,0.740000,0.668566,0.880001,0.723497
2367,0.741667,0.545619,0.607160,0.461430
2368,0.741667,0.645197,0.697186,0.697056
2369,0.741667,0.682545,0.566252,0.760740
2370,0.741667,0.663992,0.915120,0.755120
2371,0.741667,0.483416,0.483416,0.470100
2372,0.741667,0.594286,0.798540,0.576132
2373,0.741667,0.664398,0.762255,0.750102
2374,0.743333,0.649469,0.772403,0.685700
2375,0.743333,0.674393,0.730795,0.831364
2376,0.743333,0.605978,0.792186,0.593669
2377,0.743333,0.667014,0.767968,0.791420
2378,0.743333,0.659309,0.868428,0.755927
2379,0.743333,0.623896,0.900136,0.670436
2380,0.743333,0.589831,0.782793,0.601952
2381,0.743333,0.691260,0.870745,0.853027
2382,0.743333,0.464424,0.568077,0.426059
2383,0.745000,0.685659,0.727768,0.836726
2384,0.745000,0.693105,0.946897,0.913429
2385,0.745000,0.610063,0.596388,0.587017
2386,0.745000,0.682015,0.680204,0.771854
2387,0.745000,0.560874,0.611300,0.634504
2388,0.745000,0.687020,0.824541,0.837893
2389,0.746667,0.636400,0.629440,0.752729
2390,0.746667,0.650853,0.669746,0.767930
2391,0.746667,0.672783,0.757306,0.846776
2392,0.746667,0.663541,0.895923,0.731933
2393,0.746667,0.433061,0.639250,0.307323
2394,0.746667,0.575000,0.639703,0.538884
2395,0.746667,0.622534,0.769117,0.605217
2396,0.746667,0.693167,0.776227,0.831525
2397,0.746667,0.666361,0.763222,0.671817
2398,0.746667,0.547496,0.550975,0.609028
2399,0.748333,0.545604,0.678772,0.513643
2400,0.748333,0.656645,0.866804,0.672279
2401,0.748333,0.656422,0.629237,0.696028
2402,0.748333,0.636511,0.585349,0.753011
2403,0.748333,0.646637,0.629492,0.683392
2404,0.748333,0.630930,0.741600,0.630282
2405,0.748333,0.664029,0.891528,0.804103
2406,0.748333,0.659187,0.746703,0.675533
2407,0.748333,0.565172,0.710626,0.751911
2408,0.748333,0.655902,0.855460,0.657737
2409,0.748333,0.679058,0.791073,0.807696
2410,0.750000,0.671245,0.721292,0.737313
2411,0.750000,0.627820,0.769053,0.666781
2412,0.750000,0.688356,0.758113,0.757140
2413,0.750000,0.657744,0.620615,0.773598
2414,0.750000,0.639053,0.534143,0.635554
2415,0.750000,0.539135,0.504892,0.473720
2416,0.750000,0.667759,0.813914,0.760003
2417,0.750000,0.691847,0.574163,0.840979
2418,0.750000,0.594644,0.437014,0.551787
2419,0.750000,0.551907,0.669267,0.526663
2420,0.750000,0.691055,0.650265,0.852782
2421,0.750000,0.695124,0.865103,0.842199
2422,0.750000,0.640328,0.624030,0.751666
2423,0.750000,0.685330,0.656154,0.865009
2424,0.750000,0.666325,0.649317,0.697089
2425,0.750000,0.640909,0.731671,0.703370
2426,0.750000,0.669569,0.777198,0.759808
2427,0.750000,0.593114,0.797288,0.563143
2428,0.750000,0.647784,0.889938,0.644373
2429,0.750000,0.664100,0.771979,0.750126
2430,0.750000,0.577519,0.707003,0.581173
2431,0.750000,0.618560,0.649436,0.658281
2432,0.750000,0.656644,0.866802,0.672279
2433,0.750000,0.654833,0.778511,0.718624
2434,0.750000,0.593563,0.659148,0.692443
2435,0.750000,0.678756,0.810057,0.736895
2436,0.750000,0.678998,0.784360,0.763926
2437,0.750000,0.628958,0.726963,0.668119
2438,0.750000,0.467521,0.561888,0.511148
2439,0.750000,0.562658,0.707232,0.585537
2440,0.750000,0.653891,0.658055,0.716805
2441,0.750000,0.625733,0.754487,0.674799
2442,0.750000,0.697002,0.653902,0.892004
2443,0.750000,0.451753,0.456176,0.407884
2444,0.750000,0.695579,0.848478,0.857268
2445,0.750000,0.645046,0.756315,0.675451
2446,0.750000,0.669330,0.733928,0.756206
2447,0.750000,0.666116,0.743419,0.691213
2448,0.750000,0.626028,0.769027,0.547874
2449,0.750000,0.616281,0.623067,0.604094
2450,0.750000,0.675316,0.760569,0.749396
2451,0.751667,0.686542,0.784729,0.831377
2452,0.751667,0.636259,0.920933,0.670682
2453,0.751667,0.671252,0.777674,0.713100
2454,0.751667,0.635689,0.624235,0.739449
2455,0.751667,0.688708,0.894481,0.844847
2456,0.751667,0.657641,0.749635,0.842160
2457,0.753333,0.629549,0.775236,0.638261
2458,0.753333,0.602250,0.650400,0.614766
2459,0.753333,0.671502,0.731367,0.817817
2460,0.753333,0.498483,0.511643,0.590984
2461,0.753333,0.628763,0.643410,0.736075
2462,0.753333,0.623617,0.736932,0.631078
2463,0.753333,0.673471,0.671644,0.736332
2464,0.755000,0.656389,0.860000,0.671915
2465,0.755000,0.672583,0.819002,0.747349
2466,0.756667,0.671019,0.804997,0.758379
2467,0.756667,0.576408,0.677530,0.678447
2468,0.756667,0.656823,0.815280,0.718064
2469,0.756667,0.654492,0.715240,0.680630
2470,0.756667,0.691077,0.789765,0.888634
2471,0.756667,0.688690,0.852252,0.826423
2472,0.756667,0.678183,0.900676,0.798135
2473,0.756667,0.689682,0.832741,0.811028
2474,0.758333,0.553126,0.630230,0.533035
